REVIEW_PANEL,MEDICALSPECIALTY,PRODUCTCODE,DEVICENAME,DEVICECLASS,Specialty,Medcomp,Martech,Point,Additional Information,Javascript
OB,OB,PVS,Fetal Blood Sampling Kit (Excludes Hiv Testing),2,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","{ name:""Fetal Blood Sampling Kit (Excludes Hiv Testing) (PVS)"", productCode:""PVS"", deviceName:""Fetal Blood Sampling Kit (Excludes Hiv Testing)"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance."" },"
OB,OB,PVT,Maternity Kit,1,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","{ name:""Maternity Kit (PVT)"", productCode:""PVT"", deviceName:""Maternity Kit"", deviceClass:""Class I"", deviceClassNum:1, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance."" },"
OB,OB,PVU,Obstetrical Anesthesia Kit,2,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","{ name:""Obstetrical Anesthesia Kit (PVU)"", productCode:""PVU"", deviceName:""Obstetrical Anesthesia Kit"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance."" },"
OB,OB,PVV,Paracervical Anesthesia Kit,2,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","{ name:""Paracervical Anesthesia Kit (PVV)"", productCode:""PVV"", deviceName:""Paracervical Anesthesia Kit"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance."" },"
OB,OB,PVW,Pudendal Anesthesia Kit,2,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","{ name:""Pudendal Anesthesia Kit (PVW)"", productCode:""PVW"", deviceName:""Pudendal Anesthesia Kit"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance."" },"
OB,OB,PVX,Vaginal Examination Tray,2,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.","{ name:""Vaginal Examination Tray (PVX)"", productCode:""PVX"", deviceName:""Vaginal Examination Tray"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance."" },"
OB,OB,PWA,"Breast Pump Accessory, Milk Expression Aid, Via Positive Pressure",1,Obstetrics/Gynecology,No,No,No,Designed to be used in conjunction with powered or non-powered breast pumps to apply positive pressure to the breast to aid in milk expression from the breasts of a nursing woman.,"{ name:""Breast Pump Accessory, Milk Expression Aid, Via Positive Pressure (PWA)"", productCode:""PWA"", deviceName:""Breast Pump Accessory, Milk Expression Aid, Via Positive Pressure"", deviceClass:""Class I"", deviceClassNum:1, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Designed to be used in conjunction with powered or non-powered breast pumps to apply positive pressure to the breast to aid in milk expression from the breasts of a nursing woman."" },"
OB,OB,PWB,Fetal Head Elevator,2,Obstetrics/Gynecology,No,No,No,To elevate the fetal head and facilitate delivery of the fetus in women requiring a Caesarean Section at full dilation or those requiring a Caesarean Section after a failed instrumental vaginal delivery.,"{ name:""Fetal Head Elevator (PWB)"", productCode:""PWB"", deviceName:""Fetal Head Elevator"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""To elevate the fetal head and facilitate delivery of the fetus in women requiring a Caesarean Section at full dilation or those requiring a Caesarean Section after a failed instrumental vaginal delivery."" },"
OB,OB,PWI,"Instrumentation, Surgical Mesh, Urogynecologic, Transvaginal Repair Of Pelvic Organ Prolapse",2,Obstetrics/Gynecology,No,No,No,"Used to aid in insertion, placement, fixation, or anchoring of surgical mesh for transvaginal pelvic organ prolapse repair","{ name:""Instrumentation, Surgical Mesh, Urogynecologic, Transvaginal Repair Of Pelvic Organ Prolapse (PWI)"", productCode:""PWI"", deviceName:""Instrumentation, Surgical Mesh, Urogynecologic, Transvaginal Repair Of Pelvic Organ Prolapse"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Used to aid in insertion, placement, fixation, or anchoring of surgical mesh for transvaginal pelvic organ prolapse repair"" },"
OB,OB,PWK,"Instrumentation, Surgical Mesh, Urogynecologic, Transabdominal Repair Of Pelvic Organ Prolapse",2,Obstetrics/Gynecology,No,No,No,"Used to aid in insertion, placement, fixation, or anchoring of surgical mesh for transabdominal pelvic organ prolapse repair","{ name:""Instrumentation, Surgical Mesh, Urogynecologic, Transabdominal Repair Of Pelvic Organ Prolapse (PWK)"", productCode:""PWK"", deviceName:""Instrumentation, Surgical Mesh, Urogynecologic, Transabdominal Repair Of Pelvic Organ Prolapse"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Used to aid in insertion, placement, fixation, or anchoring of surgical mesh for transabdominal pelvic organ prolapse repair"" },"
OB,OB,PYT,"Device, Fertility Diagnostic, Contraceptive, Software Application",2,Obstetrics/Gynecology,No,No,No,Designed to monitor and provide fertility information to prevent pregnancy (contraception).,"{ name:""Device, Fertility Diagnostic, Contraceptive, Software Application (PYT)"", productCode:""PYT"", deviceName:""Device, Fertility Diagnostic, Contraceptive, Software Application"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Designed to monitor and provide fertility information to prevent pregnancy (contraception)."" },"
OB,OB,QHZ,"Seal, Cervical, Mechanical, Unpowered",1,Obstetrics/Gynecology,No,No,No,Reduce fluid leakage from the cervix during hysteroscopic procedures.,"{ name:""Seal, Cervical, Mechanical, Unpowered (QHZ)"", productCode:""QHZ"", deviceName:""Seal, Cervical, Mechanical, Unpowered"", deviceClass:""Class I"", deviceClassNum:1, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Reduce fluid leakage from the cervix during hysteroscopic procedures."" },"
OB,OB,QKH,Assisted Reproduction Laminar Flow Workstation,2,Obstetrics/Gynecology,No,No,No,"This product code is a class II exempt counterpart of MQG, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 884.9 and the specific limitations of exemption as stated in the “Physical State” field of this product code description.","{ name:""Assisted Reproduction Laminar Flow Workstation (QKH)"", productCode:""QKH"", deviceName:""Assisted Reproduction Laminar Flow Workstation"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code is a class II exempt counterpart of MQG, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 884.9 and the specific limitations of exemption as stated in the “Physical State” field of this product code description."" },"
OB,OB,QKI,"Media, Reproductive, Exempt",2,Obstetrics/Gynecology,No,No,No,"This product code is the class II exempt counterpart of MQL, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 884.9 and the specific limitations of exemption as stated in the “Physical State” field of this product code description.","{ name:""Media, Reproductive, Exempt (QKI)"", productCode:""QKI"", deviceName:""Media, Reproductive, Exempt"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code is the class II exempt counterpart of MQL, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 884.9 and the specific limitations of exemption as stated in the “Physical State” field of this product code description."" },"
OB,OB,QPD,Personal Lubricant Ring,2,Obstetrics/Gynecology,No,No,No,"This device is a personal lubricant, for vaginal application, intended to moisturize and lubricate, to enhance the ease and comfort of intimate sexual activity, and supplement the body's natural lubrication. This product may or may not be compatible with natural rubber latex, polyisoprene, polyurethane, and/or internal condoms.","{ name:""Personal Lubricant Ring (QPD)"", productCode:""QPD"", deviceName:""Personal Lubricant Ring"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This device is a personal lubricant, for vaginal application, intended to moisturize and lubricate, to enhance the ease and comfort of intimate sexual activity, and supplement the body's natural lubrication. This product may or may not be compatible with natural rubber latex, polyisoprene, polyurethane, and/or internal condoms."" },"
OB,OB,QRZ,External Condom For Anal Intercourse Or Vaginal Intercourse,2,Obstetrics/Gynecology,No,No,No,An external condom for anal intercourse or vaginal intercourse is a barrier device which covers the penis and is used to prevent the transmission of sexually transmitted infections (when used for anal intercourse or vaginal intercourse) and for contraception (when used for vaginal intercourse). This classification does not include condoms intended for vaginal intercourse only.,"{ name:""External Condom For Anal Intercourse Or Vaginal Intercourse (QRZ)"", productCode:""QRZ"", deviceName:""External Condom For Anal Intercourse Or Vaginal Intercourse"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""An external condom for anal intercourse or vaginal intercourse is a barrier device which covers the penis and is used to prevent the transmission of sexually transmitted infections (when used for anal intercourse or vaginal intercourse) and for contraception (when used for vaginal intercourse). This classification does not include condoms intended for vaginal intercourse only."" },"
OB,OB,QUJ,Automated Cryopreservation Storage System,2,Obstetrics/Gynecology,No,No,No,"To provide an automated liquid nitrogen storage system for oocytes, embryos, and sperm.","{ name:""Automated Cryopreservation Storage System (QUJ)"", productCode:""QUJ"", deviceName:""Automated Cryopreservation Storage System"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""To provide an automated liquid nitrogen storage system for oocytes, embryos, and sperm."" },"
OB,OB,QYZ,At Home Intravaginal Insemination System,2,Obstetrics/Gynecology,No,No,No,To deliver semen to the vaginal canal for insemination.,"{ name:""At Home Intravaginal Insemination System (QYZ)"", productCode:""QYZ"", deviceName:""At Home Intravaginal Insemination System"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""To deliver semen to the vaginal canal for insemination."" },"
OB,OP,NPB,"System, Monitoring, For Progress Of Labor",2,Obstetrics/Gynecology,No,No,No,"This monitoring system for progress of labor provides intrapartum measurement of cervical dilation, fetal head station, and/or other sentinel anatomical markers.  This device is intended to be used adjunctively with other diagnostic information in order to clinically follow the progress of labor.","{ name:""System, Monitoring, For Progress Of Labor (NPB)"", productCode:""NPB"", deviceName:""System, Monitoring, For Progress Of Labor"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This monitoring system for progress of labor provides intrapartum measurement of cervical dilation, fetal head station, and/or other sentinel anatomical markers.  This device is intended to be used adjunctively with other diagnostic information in order to clinically follow the progress of labor."" },"
OB,PM,QSB,"Orthosis, Truncal, Pregnancy",1,Obstetrics/Gynecology,No,No,No,Provide abdominal and back support during pregnancy,"{ name:""Orthosis, Truncal, Pregnancy (QSB)"", productCode:""QSB"", deviceName:""Orthosis, Truncal, Pregnancy"", deviceClass:""Class I"", deviceClassNum:1, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Provide abdominal and back support during pregnancy"" },"
OB,SU,OTO,"Mesh, Surgical, Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed",2,Obstetrics/Gynecology,No,No,No,Bridging material to attach the vaginal apex to the anterior longitudinal ligament of the sacrum; Procedures include abdominal sacrocolpopexy and laparoscopic sacrocolpopexy.,"{ name:""Mesh, Surgical, Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed (OTO)"", productCode:""OTO"", deviceName:""Mesh, Surgical, Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Bridging material to attach the vaginal apex to the anterior longitudinal ligament of the sacrum; Procedures include abdominal sacrocolpopexy and laparoscopic sacrocolpopexy."" },"
OB,SU,PAJ,"Mesh, Surgical, Non-Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed",2,Obstetrics/Gynecology,No,No,No,"Bridging material to attach the vaginal apex or uterus to the sacral promontory; procedures include abdominal sacrocolpopexy, laparoscopic sacrocolpopexy and robot-assisted sacrocolpopexy.","{ name:""Mesh, Surgical, Non-Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed (PAJ)"", productCode:""PAJ"", deviceName:""Mesh, Surgical, Non-Synthetic, Urogynecologic, For Apical Vaginal And Uterine Prolapse, Transabdominally Placed"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Bridging material to attach the vaginal apex or uterus to the sacral promontory; procedures include abdominal sacrocolpopexy, laparoscopic sacrocolpopexy and robot-assisted sacrocolpopexy."" },"
OB,,HHY,"Prosthesis, Suture, Cerclage",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Prosthesis, Suture, Cerclage (HHY)"", productCode:""HHY"", deviceName:""Prosthesis, Suture, Cerclage"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,LHD,"Device, Fertility Diagnostic, Proceptive",,Obstetrics/Gynecology,No,No,No,,"{ name:""Device, Fertility Diagnostic, Proceptive (LHD)"", productCode:""LHD"", deviceName:""Device, Fertility Diagnostic, Proceptive"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,LLQ,"Cap, Cervical, Contraceptive",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Cap, Cervical, Contraceptive (LLQ)"", productCode:""LLQ"", deviceName:""Cap, Cervical, Contraceptive"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,LLX,"Catheter, Sampling, Chorionic Villus",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Catheter, Sampling, Chorionic Villus (LLX)"", productCode:""LLX"", deviceName:""Catheter, Sampling, Chorionic Villus"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,LOB,"Dilator, Cervical, Synthetic, Osmotic, Pregnancy Termination",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Dilator, Cervical, Synthetic, Osmotic, Pregnancy Termination (LOB)"", productCode:""LOB"", deviceName:""Dilator, Cervical, Synthetic, Osmotic, Pregnancy Termination"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,LTA,"Fluid, Hysteroscopy",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Fluid, Hysteroscopy (LTA)"", productCode:""LTA"", deviceName:""Fluid, Hysteroscopy"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,LTY,"Fluid, Cytological Collection",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Fluid, Cytological Collection (LTY)"", productCode:""LTY"", deviceName:""Fluid, Cytological Collection"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MCI,"Graft, Vascular, Hemodialysis Access, Synthetic/Biological Composite",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Graft, Vascular, Hemodialysis Access, Synthetic/Biological Composite (MCI)"", productCode:""MCI"", deviceName:""Graft, Vascular, Hemodialysis Access, Synthetic/Biological Composite"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MCN,"Barrier, Absorbable, Adhesion",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Barrier, Absorbable, Adhesion (MCN)"", productCode:""MCN"", deviceName:""Barrier, Absorbable, Adhesion"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MCP,"Stimulator, Fetal, Acoustic",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Stimulator, Fetal, Acoustic (MCP)"", productCode:""MCP"", deviceName:""Stimulator, Fetal, Acoustic"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MGI,"Aspirator, Ultrasonic",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Aspirator, Ultrasonic (MGI)"", productCode:""MGI"", deviceName:""Aspirator, Ultrasonic"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MKN,"Catheter, Balloon, Transcervical",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Catheter, Balloon, Transcervical (MKN)"", productCode:""MKN"", deviceName:""Catheter, Balloon, Transcervical"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MMA,"Oximeter, Fetal Pulse",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Oximeter, Fetal Pulse (MMA)"", productCode:""MMA"", deviceName:""Oximeter, Fetal Pulse"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MNB,"Device, Thermal Ablation, Endometrial",3,Obstetrics/Gynecology,No,No,No,,"{ name:""Device, Thermal Ablation, Endometrial (MNB)"", productCode:""MNB"", deviceName:""Device, Thermal Ablation, Endometrial"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MPR,"Stent, Bladder, Fetal",,Obstetrics/Gynecology,No,No,No,,"{ name:""Stent, Bladder, Fetal (MPR)"", productCode:""MPR"", deviceName:""Stent, Bladder, Fetal"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:"""" },"
OB,,MWM,"Sensor, Electro-Optical (For Cervical Cancer)",3,Obstetrics/Gynecology,No,No,No,An optical detection system for the identification of areas on the cervix likely to contain cancer or precancerous cells.,"{ name:""Sensor, Electro-Optical (For Cervical Cancer) (MWM)"", productCode:""MWM"", deviceName:""Sensor, Electro-Optical (For Cervical Cancer)"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""An optical detection system for the identification of areas on the cervix likely to contain cancer or precancerous cells."" },"
OB,,NRZ,"Ablation System, High Intensity Focused Ultrasound (Hifu), Mr-Guided",3,Obstetrics/Gynecology,No,No,No,An MR-guided focused ultrasound system is intended to use HIFU to ablate soft tissue.  MR imaging and thermal mapping are used to plan and monitor the use of ultrasound ablation before and during the procedure.,"{ name:""Ablation System, High Intensity Focused Ultrasound (Hifu), Mr-Guided (NRZ)"", productCode:""NRZ"", deviceName:""Ablation System, High Intensity Focused Ultrasound (Hifu), Mr-Guided"", deviceClass:""Class III"", deviceClassNum:3, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""An MR-guided focused ultrasound system is intended to use HIFU to ablate soft tissue.  MR imaging and thermal mapping are used to plan and monitor the use of ultrasound ablation before and during the procedure."" },"
OB,,OVX,Water Immersion Labor Pool,,Obstetrics/Gynecology,No,No,No,"Partial water immersion during labor in hospitals, birth centers and home.","{ name:""Water Immersion Labor Pool (OVX)"", productCode:""OVX"", deviceName:""Water Immersion Labor Pool"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Partial water immersion during labor in hospitals, birth centers and home."" },"
OB,,PAS,"Rf/Microwave Hyperthermia System, Cancer Treatment",,Obstetrics/Gynecology,No,No,No,Used in conjunction with radiation therapy for the treatment of cervical carcinoma patients who normally would be treated with combined chemotherapy and radiation but are ineligible for chemotherapy due to patient related factors.,"{ name:""Rf/Microwave Hyperthermia System, Cancer Treatment (PAS)"", productCode:""PAS"", deviceName:""Rf/Microwave Hyperthermia System, Cancer Treatment"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Used in conjunction with radiation therapy for the treatment of cervical carcinoma patients who normally would be treated with combined chemotherapy and radiation but are ineligible for chemotherapy due to patient related factors."" },"
OB,,PKF,D And C Tray,,Obstetrics/Gynecology,No,No,No,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm .  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market.","{ name:""D And C Tray (PKF)"", productCode:""PKF"", deviceName:""D And C Tray"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080216.htm .  This kit, as described in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market."" },"
OB,,QLH,"System, Intravaginal, For Controlled Release Of Drug Substance, Cder Or Cber Led",,Obstetrics/Gynecology,No,No,No,Intravaginal systems for controlled release of drug substance are products that are inserted into the vagina and provide controlled release of drug products,"{ name:""System, Intravaginal, For Controlled Release Of Drug Substance, Cder Or Cber Led (QLH)"", productCode:""QLH"", deviceName:""System, Intravaginal, For Controlled Release Of Drug Substance, Cder Or Cber Led"", deviceClass:""Unclassified"", deviceClassNum:Unclassified, specialty:""Obstetrics/Gynecology"", medcomp:false, martech:false, point:false, info:""Intravaginal systems for controlled release of drug substance are products that are inserted into the vagina and provide controlled release of drug products"" },"
OP,GU,KYH,"Endoscope, Ophthalmic",2,Ophthalmic,No,No,No,,"{ name:""Endoscope, Ophthalmic (KYH)"", productCode:""KYH"", deviceName:""Endoscope, Ophthalmic"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Ophthalmic"", medcomp:false, martech:false, point:false, info:"""" },"
OP,GU,MPA,Endoilluminator,2,Ophthalmic,No,No,No,,"{ name:""Endoilluminator (MPA)"", productCode:""MPA"", deviceName:""Endoilluminator"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Ophthalmic"", medcomp:false, martech:false, point:false, info:"""" },"
OP,GU,NKZ,"Endoilluminator, Reprocessed",2,Ophthalmic,No,No,No,"Used intraocularly to provide light into the posterior of the eye during retinal surgery.  Same as product code MPA, except this one is reprocessed. Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf).","{ name:""Endoilluminator, Reprocessed (NKZ)"", productCode:""NKZ"", deviceName:""Endoilluminator, Reprocessed"", deviceClass:""Class II"", deviceClassNum:2, specialty:""Ophthalmic"", medcomp:false, martech:false, point:false, info:""Used intraocularly to provide light into the posterior of the eye during retinal surgery.  Same as product code MPA, except this one is reprocessed. Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf)."" },"
